Station Name: PHOENIX PARK,,,,,,,,,,
Station Height: 48 M,,,,,,,,,,
Latitude:53.364,Longitude: -6.350,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
date:  -  00 to 00 utc,,,,,,,,,,
rain:  -  Precipitation Amount (mm),,,,,,,,,,
"maxtp: -  Maximum Air Temperature (C)	  ",,,,,,,,,,
mintp: -  Minimum  Air Temperature (C),,,,,,,,,,
gmin:  -  09utc Grass Minimum Temperature (C),,,,,,,,,,
soil:  -  Mean 10cm soil temperature (C),,,,,,,,,,
cbl:   -  Mean CBL Pressure (hpa),,,,,,,,,,
ind:   -  Indicator (i),,,,,,,,,,
,,,,,,,,,,
date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,soil
12-May-08,0,18.8,0,9.7,0,12.1,0,0,1014.5,19.753
13-May-08,0,15.8,0,9.8,0,8.9,0,0,1015.7,19.283
14-May-08,0,15.5,0,9.4,0,9.6,0,0,1012.1,19.263
15-May-08,0,13.8,0,6.5,0,4.9,0,0,1007.8,18.987
16-May-08,0,15.8,0,5.2,0,3.3,0,0,1004.9,18.86
17-May-08,0,15,0,5.1,0,2.8,0,0.1,1005.7,18.542
18-May-08,0,13.8,0,5.3,0,10.2,0,7,1010.6,17.842
19-May-08,0,15.4,0,4.8,0,3.1,0,0,1012.5,15.538
20-May-08,0,14.3,0,3.8,0,2.3,0,0,1011.4,15.625
21-May-08,0,15.3,0,10.1,0,8.9,0,1.4,1008,17.157
22-May-08,0,13.9,0,9.9,0,10.5,0,11.7,1005.3,14.592
23-May-08,0,17.7,0,9.3,0,7.8,0,0,1007.1,16.263
24-May-08,0,15.9,0,10.6,0,10.9,0,0.1,1011,17.5
25-May-08,0,17.4,0,8.8,0,8.4,0,0.2,1013.4,16.597
26-May-08,0,17,0,9.5,0,10.6,0,0.9,1012.9,17.062
27-May-08,0,11.4,0,8.9,0,10,0,10.9,1007.9,13.682
28-May-08,0,15.9,0,10.5,0,11.1,0,0.1,1001.6,14.613
29-May-08,0,18.1,0,8.6,0,8.1,0,0,1005.9,15.16
30-May-08,0,21.4,0,10.3,0,10.4,0,0,1009.8,17.888
31-May-08,0,22.1,0,8.6,0,8.5,0,0,1012,19.24
01-Jun-08,0,19.8,0,9.6,0,8.7,0,0,1011,19.27
02-Jun-08,0,19.4,0,8.4,0,8.4,0,0,1006.8,19.83
03-Jun-08,0,19.2,0,9.3,0,9.7,0,0,1007.8,19.955
04-Jun-08,0,16,0,8.7,0,7.4,0,9,1008.2,16.592
05-Jun-08,0,13.1,0,6.2,0,6.6,0,1.1,1010.9,15.052
06-Jun-08,0,18,0,7.2,0,8.3,0,0,1013.7,17.462
07-Jun-08,0,19.2,0,7.3,0,7.5,0,0,1016.5,18.132
08-Jun-08,0,20.2,0,8,0,8,0,0,1019.4,18.237
09-Jun-08,0,23.9,0,13,0,12,0,0,1020.2,20.73
10-Jun-08,0,20.5,0,12.7,0,13.9,0,0,1021.7,21.038
11-Jun-08,0,17.2,0,10.2,0,14.5,0,3.2,1018.8,19.253
12-Jun-08,0,16.4,0,7.5,0,9.2,0,0,1017,17.767
13-Jun-08,0,16.2,0,8.6,0,7.2,0,0,1014.4,17.513
14-Jun-08,0,16.5,0,6.7,0,6.4,0,0,1011,17.335
15-Jun-08,0,15.3,0,6.3,0,4.7,0,1.2,1007.8,16.657
16-Jun-08,0,16.2,0,6.2,0,7,0,0,1006.9,16.752
17-Jun-08,0,18.4,0,9.7,0,8.9,0,3,1001.9,17.605
18-Jun-08,0,16.8,0,9.1,0,11.8,0,14.1,995.2,16.765
19-Jun-08,0,18.9,0,7.5,0,7.2,0,3,1001.3,17.222
20-Jun-08,0,18.4,0,7.3,0,3,0,0,1009.8,18.025
21-Jun-08,0,16.5,0,9.2,0,5.3,0,19,1002.8,15.727
22-Jun-08,0,15.8,0,8.9,0,10.9,0,3.3,999.2,16.48
23-Jun-08,0,17,0,6.8,0,2,0,0.5,1012.1,16.22
24-Jun-08,0,15.9,0,10.1,0,8.9,0,2,1006.8,16.283
25-Jun-08,0,19.1,0,11.1,0,9.8,0,0.7,1003.3,18.087
26-Jun-08,0,16.5,0,9.6,0,6.6,0,10.9,1006.7,16.868
27-Jun-08,0,19.9,0,8.4,0,3.9,0,0.6,1006.7,16.948
28-Jun-08,0,20.1,0,13.1,0,11.8,0,0.3,1008.2,18.395
29-Jun-08,0,19.3,0,10.7,0,6.6,0,2.6,1008.8,19.09
30-Jun-08,0,20.2,0,11.4,0,7.8,0,0,1008.1,18.882
01-Jul-08,0,17.9,0,13.2,0,13.1,0,0.2,1000.8,16.927
02-Jul-08,0,18.6,0,10.5,0,10.2,0,1.6,997.7,17.115
03-Jul-08,0,14.5,0,8.6,0,8.1,0,14.3,1002.8,16.533
04-Jul-08,0,18.4,0,7.3,0,2.8,0,2.1,1004.2,17.192
05-Jul-08,0,17.9,0,12.2,0,11.7,0,29.6,996.4,17.858
06-Jul-08,0,17.9,0,11.2,0,11.5,0,10.7,990.9,18.127
07-Jul-08,0,18.8,0,10.7,0,9.1,0,3.5,994.2,18.368
08-Jul-08,0,19.3,0,9.9,0,7.4,0,0,1001,18.837
09-Jul-08,0,17.7,0,11.1,0,8.7,0,5.2,998.6,17.253
10-Jul-08,0,18.2,0,12.5,0,11.1,0,4.4,995.3,18.103
11-Jul-08,0,16.3,0,9.9,0,7.2,0,0,1001.2,17.295
12-Jul-08,0,17.3,0,9.8,0,8.9,0,1.9,1005.8,17.253
13-Jul-08,0,21,0,6.6,0,3.5,0,0,1009,19.298
14-Jul-08,0,22.6,0,15.4,0,15.3,0,0,1014.1,20.45
15-Jul-08,0,21.9,0,12.3,0,13.4,0,0,1018,20.938
16-Jul-08,0,17.3,0,11.8,0,9.1,0,0.5,1015.8,18.575
17-Jul-08,0,17.7,0,12.9,0,11.9,0,0.4,1008.7,18.37
18-Jul-08,0,19.8,0,13.5,0,13,0,0.9,1002.6,18.815
19-Jul-08,0,18.8,0,10,0,9.7,0,0.4,1006.1,18.808
20-Jul-08,0,19.1,0,7.5,0,3.6,0,0,1016.6,18.065
21-Jul-08,0,19.8,0,7,0,2.8,0,0,1020.5,18.802
22-Jul-08,0,21.2,0,14.4,0,13.9,0,0,1019.7,20.645
23-Jul-08,0,21.2,0,13.8,0,11.2,0,0,1016.4,21.713
24-Jul-08,0,20.7,0,14.1,0,13.2,0,0.1,1009.4,20.705
25-Jul-08,0,21.9,0,15.7,0,14.9,0,1.3,1004.3,19.987
26-Jul-08,0,21.6,0,13.2,0,10.6,0,0,1009.5,20.58
27-Jul-08,0,22.1,0,11.4,0,7.8,0,0,1011.8,21.683
28-Jul-08,0,23.3,0,13.4,0,9.8,0,1.3,1007.6,22.583
29-Jul-08,0,21.6,0,14.8,0,14.6,0,7.2,1001.5,22.37
30-Jul-08,0,22.2,0,14.2,0,13,0,11,1003,21.458
31-Jul-08,0,18.4,0,13.2,0,14.2,0,6,1000.4,19.308
01-Aug-08,0,20.5,0,10.3,0,6.7,0,6.4,999,18.177
02-Aug-08,0,20.5,0,12.6,0,8.9,0,7.3,1002.6,19.48
03-Aug-08,0,19.1,0,13.4,0,11,0,1.1,1001.4,19.712
04-Aug-08,0,20,0,13.5,0,10.2,0,0.1,1003,19.51
05-Aug-08,0,17.8,0,13.7,0,12.4,0,8.6,1002.7,18.368
06-Aug-08,0,21.6,0,13.9,0,14.1,0,22.4,999.7,18.698
07-Aug-08,0,18.5,0,12.4,0,9.5,0,2.6,1002,18.103
08-Aug-08,0,18.2,0,11.2,0,11.8,0,0.2,1007.8,18.775
09-Aug-08,0,22.3,0,12.9,0,9.2,0,58.7,997.8,19.075
10-Aug-08,0,19.2,0,12.4,0,10.1,0,0.4,991.4,18.925
11-Aug-08,0,19.6,0,12.4,0,10.5,0,9.5,987.6,18.9
12-Aug-08,0,17.1,0,9.8,0,11.6,0,30.7,982,18.03
13-Aug-08,0,19.8,0,8.8,0,5.8,0,2.6,992.3,17.225
14-Aug-08,0,20,0,9.8,0,7.3,0,0,1003.7,18.245
15-Aug-08,0,18.5,0,11.1,0,7,0,0.6,1003.3,18.01
16-Aug-08,0,16.2,0,11.6,0,12.1,0,16.6,994.6,16.655
17-Aug-08,0,18.9,0,11.5,0,9.6,0,2.2,992.6,17.638
18-Aug-08,0,19.8,0,13.1,0,12.1,0,6.5,986.9,17.65
19-Aug-08,0,19.4,0,12.7,0,10.4,0,1,994.6,18.23
20-Aug-08,0,18.6,0,13.2,0,12.2,0,3.5,1001.9,18.63
21-Aug-08,0,20.2,0,10.4,0,13.1,0,1,1007.2,18.888
22-Aug-08,0,17.8,0,9.9,0,6.9,0,0,1011.8,17.92
23-Aug-08,0,17.2,0,8.5,0,5.7,0,3.5,1004.1,16.312
24-Aug-08,0,20.2,0,11,0,7.6,0,0.1,998.3,18.16
25-Aug-08,0,18.9,0,14.3,0,12.6,0,1.4,1002.2,18.04
26-Aug-08,0,20.5,0,14.9,0,14.1,0,0,1009.3,18.475
27-Aug-08,0,18.5,0,15.3,0,13.8,0,0.1,1013.2,18.13
28-Aug-08,0,22.2,0,14.8,0,14.4,0,0.2,1014.3,18.903
29-Aug-08,0,18.5,0,13.9,0,12.5,0,0,1012.8,18.942
30-Aug-08,0,18.3,0,11.5,0,9.2,0,0,1008,17.568
31-Aug-08,0,18.7,0,11.4,0,8.6,0,0.1,1004.2,17.495
01-Sep-08,0,18.4,0,9.4,0,8.3,0,3.8,999.3,17.235
02-Sep-08,0,17.4,0,8.2,0,5.3,0,4.4,992.1,15.983
03-Sep-08,0,17.2,0,8.6,0,5.2,0,9.1,989.1,14.958
04-Sep-08,0,17.3,0,9.2,0,6.2,0,0.1,989.4,16.138
05-Sep-08,0,15.7,0,8.8,0,6.2,0,45.6,985,14.802
06-Sep-08,0,15.3,0,9.4,0,11.8,0,7.3,993.1,15.233
07-Sep-08,0,18,0,6.8,0,3.4,0,0,1003.5,15.062
08-Sep-08,0,18.2,0,8.9,0,7.2,0,0,1004.5,16.077
09-Sep-08,0,19.5,0,10.7,0,12.3,0,7.4,996.4,16.92
10-Sep-08,0,17.7,0,9.1,0,5.2,0,2.1,993.4,14.76
11-Sep-08,0,17.8,0,9.9,0,10.3,0,1.7,994.4,15.7
12-Sep-08,0,20.3,0,10.3,0,6.6,0,2.5,1006.7,16.26
13-Sep-08,0,19.5,0,9.1,0,7.5,0,0.1,1013.6,16.465
14-Sep-08,0,16.4,0,11.8,0,9.5,0,12,1015.9,16.182
15-Sep-08,0,16,0,11.4,0,12.1,0,5.5,1016.4,16.003
16-Sep-08,0,14.1,0,11.3,0,9.6,0,3.4,1017.7,15.05
17-Sep-08,0,14.3,0,8,0,5.4,0,0.1,1017,14.86
18-Sep-08,0,18.4,0,6.7,0,4.2,0,0.9,1016.7,15.352
19-Sep-08,0,17,0,12.1,0,11.8,0,0,1020.4,16.502
20-Sep-08,0,20.9,0,9.6,0,12.8,0,0,1022.2,17.837
21-Sep-08,0,18.5,0,7.8,0,5.3,0,0,1021.9,15.548
22-Sep-08,0,16,0,6.7,0,3.7,0,0,1024.8,15.19
23-Sep-08,0,14.7,0,4.8,0,2.3,0,0,1024.3,13.6
24-Sep-08,0,15.9,0,5.2,0,2.3,0,0,1024.8,12.845
25-Sep-08,0,17.8,0,7,0,4.1,0,0,1027.9,14.193
26-Sep-08,0,18.7,0,7,0,3.8,0,0,1028.4,13.808
27-Sep-08,0,17.8,0,6.4,0,2.1,0,0,1025.1,13.56
28-Sep-08,0,15.8,0,7.8,0,10,0,0.2,1021.6,15.225
29-Sep-08,0,14.4,0,7.4,0,3.6,0,0.9,1012.6,13.275
30-Sep-08,0,15.1,0,10.4,0,11,0,6.2,998.9,14.155
01-Oct-08,0,12.9,0,5.1,0,5.8,0,1.3,995.4,12.73
02-Oct-08,0,11.8,0,3.5,0,-0.4,0,0.1,1003.8,10.23
03-Oct-08,0,11.7,0,2.6,0,-1.8,0,0.1,1011.6,9.727
04-Oct-08,0,15.8,0,7.5,0,4.1,0,18.2,999.8,11.743
05-Oct-08,0,13.2,0,2.8,0,3.5,0,4.5,996.6,11.562
06-Oct-08,0,17.5,0,2.5,0,-1,0,0.2, ,10.608
07-Oct-08,0,14.3,0,7.1,0,10,0,13.8,996.9,12.528
08-Oct-08,0,16.3,0,5.7,0,1.2,0,0.1,1011.9,10.85
09-Oct-08,0,15.4,0,5.5,0,0.9,0,0.4,1016.2,10.448
10-Oct-08,0,16.6,0,11,0,12.7,0,11.6,1013.2,13.785
11-Oct-08,0,15.5,0,7,0,7.5,0,0,1016.1,13.215
12-Oct-08,0,15.9,0,3.7,0,0.5,0,0,1013.8,10.835
13-Oct-08,0,17.6,0,9.2,0,6.7,0,0,1010.2,12.925
14-Oct-08,0,12.6,0,7.4,0,6.8,0,18.2,1009.7,12.185
15-Oct-08,0,13.8,0,5.6,0,4.2,0,2.8,1006.6,11.235
16-Oct-08,0,12.9,0,4.6,0,0.5,0,0.1,1011.3,9.212
17-Oct-08,0,13.5,0,4.7,0,0.1,0,0,1012.9,9.065
18-Oct-08,0,14.7,0,7.3,0,2.2,0,0.4,1009.6,9.693
19-Oct-08,0,15.1,0,9.9,0,6.1,0,0.1,1000.3,11.148
20-Oct-08,0,14.9,0,5.7,0,7.6,0,1.9,992.9,11.015
21-Oct-08,0,11.6,0,3.8,0,-0.1,0,0.1,1002.7,8.168
22-Oct-08,0,13.3,0,5.2,0,0.5,0,0,1010.5,8.441
23-Oct-08,0,15.4,0,7.3,0,7.5,0,6.6,1001.3,10.833
24-Oct-08,0,12.3,0,5.8,0,2.3,0,0,1012.2,8.773
25-Oct-08,0,13.8,0,9.2,0,4.9,0,10.5,1011.7,9.96
26-Oct-08,0,12.7,0,4,0,5.4,0,1.8,1006.7,10.18
27-Oct-08,0,9.4,0,1.7,0,-1.2,0,0,1007.6,6.486
28-Oct-08,0,5.6,0,-1.2,0,-2.9,0,0,1010,4.431
29-Oct-08,0,6.4,0,-1,0,-5,0,6,998.2,3.477
30-Oct-08,0,7.4,0,3.5,0,0.2,0,6.6,995.4,5.187
31-Oct-08,0,9,0,2,0,-0.7,0,0,1007.9,4.539
01-Nov-08,0,8.9,0,3.1,0,0.5,0,7.8,1011.2,5.199
02-Nov-08,0,11.3,0,1.4,0,-0.3,0,0,1015.2,5.663
03-Nov-08,0,11.6,0,0.3,0,-2.8,0,0,1015.3,5.294
04-Nov-08,0,10.7,0,6.6,0,1.8,0,0,1015.3,7.649
05-Nov-08,0,13.8,0,8.4,0,7.4,0,0,1015.2,9.307
06-Nov-08,0,11.6,0,7.9,0,7,0,0.3,1003.1,9.25
07-Nov-08,0,11.1,0,5.7,0,1.2,0,1.7,991.2,8.552
08-Nov-08,0,13.4,0,4.3,0,2.3,0,11,988.7,8.63
09-Nov-08,0,8.1,0,2.6,0,0.4,0,2.4,990.3,6.163
10-Nov-08,0,9.5,0,3.4,0,-0.1,0,1.4,988.6,5.328
11-Nov-08,0,10.1,0,4,0,2.2,0,1.1,998,5.599
12-Nov-08,0,8.8,0,2.9,0,-0.5,0,0.1,1011.4,4.252
13-Nov-08,0,12.4,0,8.5,0,1.1,0,6.9,1013.1,7.873
14-Nov-08,0,13.5,0,11.3,0,9.7,0,0,1015,10.02
15-Nov-08,0,12.6,0,9.4,0,9.3,0,0.7,1018.3,10.275
16-Nov-08,0,10.5,0,8,0,7.7,0,3.5,1025.5,9.712
17-Nov-08,0,11.7,0,8.4,0,7.5,0,1.6,1018.3,9.602
18-Nov-08,0,10.6,0,6.2,0,2.9,0,0.1,1015.9,8.648
19-Nov-08,0,12.1,0,6.9,0,4,0,0,1018.2,8.18
20-Nov-08,0,12.1,0,9.6,0,6.8,0,0.3,1014.4,9.507
21-Nov-08,0,10.4,0,5.5,0,5,0,2.5,1015.6,8.76
22-Nov-08,0,8.2,0,5.4,0,2.6,0,0.9,1013.7,7.655
23-Nov-08,0,10.4,0,2.7,0,4,0,2.3,998.1,6.979
24-Nov-08,0,7.6,0,1.5,0,0.4,0,5.2,1001.7,5.695
25-Nov-08,0,8.1,0,1.6,0,-3.4,0,0.2,1020.6,3.727
26-Nov-08,0,10.8,0,8,0,-2.2,0,0.5,1017,7.622
27-Nov-08,0,9.6,0,2.3,0,6.5,0,1.1,1002.7,6.582
28-Nov-08,0,5,0,-1.5,0,-4.4,0,0,992.5,2.471
29-Nov-08,0,0.6,0,-2,0,-4.6,0,0,992,1.713
30-Nov-08,0,3,0,-1.4,0,-3,0,0,997.6,1.902
01-Dec-08,0,4.9,0,-1.8,0,-5.6,0,0,1004.5,1.399
02-Dec-08,0,4.7,0,-0.3,0,-4,0,1.7,999.6,1.561
03-Dec-08,0,6.1,0,-2.4,0,-5.7,0,3.6,988.4,1.298
04-Dec-08,0,7.8,0,3.6,0,-5.2,0,6.3,973.7,2.809
05-Dec-08,0,6.8,0,0.9,0,-2.1,0,0.2,986.1,2.207
06-Dec-08,0,4.2,0,-3.1,0,-5.7,0,0,1010,1.227
07-Dec-08,0,7.6,0,-4.3,0,-6.9,0,0,1018,0.728
08-Dec-08,0,8.3,0,0.7,0,-5.8,0,4.2,1015.7,1.786
09-Dec-08,0,5.5,0,-0.1,0,-4.2,0,0,1020.5,1.258
10-Dec-08,0,2.7,0,-1.8,0,-4.1,0,0,1016,1.102
11-Dec-08,0,5.2,0,-2.9,0,-5.1,0,3.8,1007.2,1.234
12-Dec-08,0,10.8,0,0,0,-3.3,0,10.8,992.1,2.932
13-Dec-08,0,6.3,0,1.3,0,-1.3,0,0.1,983.3,3.237
14-Dec-08,0,4.1,0,1.3,0,-1.2,0,0,998.4,2.759
15-Dec-08,0,8.4,0,-0.4,0,-3.7,0,0,1011.6,2.394
16-Dec-08,0,11.4,0,4.4,0,-1.8,0,2.3,1004.4,4.953
17-Dec-08,0,10.9,0,2.1,0,-2.8,0,0.4,1006.7,3.568
18-Dec-08,0,11.6,0,3.9,0,-0.8,0,2.6,1009,6.371
19-Dec-08,0,11.6,0,3.2,0,-1.3,0,2.2,1010.5,4.659
20-Dec-08,0,12.3,0,7.7,0,4.3,0,7.3,1015.7,7.847
21-Dec-08,0,12.6,0,10.3,0,7.9,0,1.6,1020.8,8.67
22-Dec-08,0,11.8,0,5,0,9.3,0,0.2,1026,8.85
23-Dec-08,0,8.4,0,4.6,0,0.9,0,0,1027.8,6.835
24-Dec-08,0,9.8,0,6.2,0,1.2,0,0,1028.4,6.674
25-Dec-08,0,8.9,0,6.1,0,4.7,0,0,1029.5,6.794
26-Dec-08,0,7.1,0,0,0,3.7,0,0,1032.1,5.5
27-Dec-08,0,6.3,0,-2.2,0,-6.1,0,0,1030.2,2.534
28-Dec-08,0,6.8,0,2.4,0,-5.6,0,0,1024.8,2.782
29-Dec-08,0,4.5,0,1.6,0,-2.4,0,0,1021.6,2.26
30-Dec-08,0,4.9,0,2.6,0,-1.2,0,0,1022.2,2.724
31-Dec-08,0,6.2,0,-1,0,-5.3,0,0,1021.8,1.585
01-Jan-09,0,4.8,0,2.9,0,-4.7,0,0,1023.2,2.953
02-Jan-09,0,5.8,0,2.8,0,0.3,0,0,1024.9,3.143
03-Jan-09,0,4.7,0,0.9,0,1.5,0,0,1023.7,2.921
04-Jan-09,0,3.2,0,-2.3,0,-2.1,0,0.6,1018.8,2.562
05-Jan-09,0,5.4,0,-4.1,0,-6.8,0,0.4,1019.9,1.408
06-Jan-09,0,1.6,0,-4.5,0,-4.7,0,0,1022.9,1.16
07-Jan-09,0,2.6,0,-3.2,0,-7.4,0,0,1021.3,0.658
08-Jan-09,0,4.7,0,-2.8,0,-7.3,0,0,1021.5,0.382
09-Jan-09,0,7.1,0,-2.9,0,-7.6,0,0,1018.8,0.255
10-Jan-09,0,9.2,0,1.2,0,-6.8,0,0.1,1011.2,0.493
11-Jan-09,0,11.9,0,8.6,0,5.4,0,8.2,999.6,5.38
12-Jan-09,0,9.5,0,5.5,0,4.4,0,6.2,996.2,5.907
13-Jan-09,0,6.5,0,-0.5,0,0.8,0,2.3,1001.9,4.062
14-Jan-09,0,11.4,0,-1.8,0,-5.1,0,0.6,999,2.995
15-Jan-09,0,11.9,0,5.3,0,1,0,3.1,994.8,6.59
16-Jan-09,0,9.8,0,4.5,0,0.5,0,0.4,995.1,5.298
17-Jan-09,0,8.9,0,0.3,0,0.5,0,9.5,985.6,4.162
18-Jan-09,0,5.9,0,1.3,0,-0.5,0,2.3,981.1,2.53
19-Jan-09,0,5.7,0,1.5,0,-0.7,0,5.9,972.5,2.753
20-Jan-09,0,3.8,0,1.3,0,-0.4,0,2.5,980.9,1.783
21-Jan-09,0,10,0,0.8,0,-2.3,0,1,980.8,2.049
22-Jan-09,0,10.7,0,2.9,0,0.4,0,2.5,972.5,4.427
23-Jan-09,0,6.1,0,0.3,0,-2.2,0,0,972.5,2.605
24-Jan-09,0,8.1,0,1.1,0,-4.5,0,0.4,974.3,1.745
25-Jan-09,0,8.3,0,2.8,0,-1,0,3.8,970.8,3.254
26-Jan-09,0,8.3,0,0.6,0,-2,0,0.8,989.7,2.619
27-Jan-09,0,8.6,0,3.1,0,-1.9,0,2.9,1001.7,4.707
28-Jan-09,0,9.4,0,-0.7,0,-4.3,0,0,1006.2,2.576
29-Jan-09,0,9.7,0,1.3,0,-3.5,0,0.1,1001.5,4.033
30-Jan-09,0,11.2,0,6.3,0,6,0,1.7,996.9,6.418
31-Jan-09,0,6.8,0,5.3,0,4.5,0,1.7,1000,5.617
01-Feb-09,0,6.2,0,1.7,0,0.7,0,0,1005.5,3.366
02-Feb-09,0,3.4,0,-0.5,0,-4.4,0,7.6,998.6,2.005
03-Feb-09,0,3,0,0.2,0,-1.4,0,31.1,984.3,1.402
04-Feb-09,0,4.8,0,0.6,0,-0.2,0,15.5,985.9,1.715
05-Feb-09,0,1.8,0,-0.4,0,-1.3,0,6.5,989,1.222
06-Feb-09,0,3.7,0,-2.5,0,-5.7,0,0,992.6,0.775
07-Feb-09,0,4.8,0,-2.7,0,-4.7,0,0,996.5,0.595
08-Feb-09,0,4.3,0,-3.2,0,-5.7,0,5.4,995,0.578
09-Feb-09,0,3.7,0,-0.6,0,-4.5,0,0,989.3,0.6
10-Feb-09,0,6.5,0,-0.4,0,-2.4,0,0,999.6,0.706
11-Feb-09,0,6,0,0.7,0,-2.9,0,0.1,1014.8,1.136
12-Feb-09,0,8.5,0,0.2,0,-2,0,0.2,1019.2,2.435
13-Feb-09,0,9.3,0,5.2,0,1,0,0.7,1019.2,4.173
14-Feb-09,0,9.5,0,4.3,0,3,0,0,1020.8,4.911
15-Feb-09,0,11.4,0,6.5,0,3.2,0,0,1021.4,5.951
16-Feb-09,0,10.4,0,3.7,0,-0.3,0,0,1021.7,5.485
17-Feb-09,0,12.2,0,5.1,0,0.8,0,0,1023.3,6.265
18-Feb-09,0,8.8,0,5.4,0,3.6,0,0,1022.2,6.162
19-Feb-09,0,9.2,0,5.1,0,1.9,0,1,1023.5,6.003
20-Feb-09,0,10,0,1.4,0,-2.4,0,0,1026.8,5.709
21-Feb-09,0,11,0,4.5,0,0.6,0,0,1026.6,6.431
22-Feb-09,0,11,0,6.8,0,6,0,0.1,1024.6,7.844
23-Feb-09,0,13.4,0,5,0,4.1,0,0,1022.7,7.834
24-Feb-09,0,9.6,0,6.9,0,1.2,0,0,1022.5,7.502
25-Feb-09,0,10.9,0,4.1,0,2.5,0,0.2,1021.3,7.064
26-Feb-09,0,11,0,4.1,0,1.5,0,0,1017.5,6.384
27-Feb-09,0,10.9,0,7.8,0,7.1,0,0,1011.7,7.895
28-Feb-09,0,11.9,0,6.5,0,6.2,0,0.2,1004.5,8.205
01-Mar-09,0,9.8,0,3.2,0,-0.5,0,1.3,1004.2,6.949
02-Mar-09,0,10.9,0,2.3,0,-1.9,0,1,1007.2,5.619
03-Mar-09,0,8.1,0,0,0,2.1,0,4,989.7,5.697
04-Mar-09,0,5.5,0,-1.2,0,-3.8,0,0,976.7,3.977
05-Mar-09,0,9.4,0,-1.6,0,-5.6,0,0.1,989,4.151
06-Mar-09,0,9.8,0,-0.2,0,-4,0,0.2,999.4,4.651
07-Mar-09,0,14.6,0,4.8,0,3,0,3.2,996.3,7.648
08-Mar-09,0,6.4,0,1.6,0,0.4,0,2.3,995.3,5.818
09-Mar-09,0,9.5,0,2.5,0,0.4,0,3,1000.3,5.154
10-Mar-09,0,9.6,0,5.1,0,4.7,0,0.3,1004.6,7.038
11-Mar-09,0,15.2,0,6.6,0,2.2,0,0,1011.9,9.031
12-Mar-09,0,12.8,0,3.7,0,7.1,0,0.4,1012.4,9.487
13-Mar-09,0,10.9,0,3.3,0,0.8,0,0.4,1007,7.993
14-Mar-09,0,12.9,0,5.9,0,3.5,0,0,1010.7,8.438
15-Mar-09,0,13,0,6,0,2.1,0,0,1023.5,9.075
16-Mar-09,0,12.3,0,4.6,0,1,0,0,1025.9,9.138
17-Mar-09,0,13.7,0,5.3,0,6.9,0,0,1027.8,10.055
18-Mar-09,0,16,0,0.4,0,-3.2,0,0,1024.8,8.635
19-Mar-09,0,10.8,0,2.8,0,3.1,0,0.1,1022.2,8.995
20-Mar-09,0,14.9,0,3.5,0,-0.9,0,0.1,1023.5,8.602
21-Mar-09,0,13.4,0,3,0,-0.9,0,0,1028.1,7.814
22-Mar-09,0,12.6,0,3.7,0,0,0,0,1027.3,7.702
23-Mar-09,0,11,0,3.2,0,4.2,0,0.5,1018.4,7.964
24-Mar-09,0,11.5,0,1,0,-3,0,0.6,1010,6.828
25-Mar-09,0,12.4,0,6.3,0,3.9,0,0.1,1001.8,8.863
26-Mar-09,0,10.4,0,3.2,0,6.8,0,2.4,995.6,9.642
27-Mar-09,0,9.9,0,2.9,0,0.9,0,0.8,991.3,7.708
28-Mar-09,0,8.3,0,-1.5,0,2.7,0,0,1000.4,6.961
29-Mar-09,0,10.7,0,-2,0,-5.5,0,0,1005.5,6.538
30-Mar-09,0,13.5,0,7.3,0,5.2,0,0.1,1011.2,9.435
31-Mar-09,0,15.6,0,7.6,0,4.1,0,0,1016.3,10.745
01-Apr-09,0,13,0,2.7,0,-0.7,0,0,1017.8,9.812
02-Apr-09,0,15.4,0,2.7,0,-1.4,0,0,1015.2,10.352
03-Apr-09,0,15.1,0,1.4,0,-2.8,0,6.2,1008.3,9.374
04-Apr-09,0,12.9,0,3.2,0,4,0,0.2,1011.1,10.76
05-Apr-09,0,13.2,0,0.9,0,-2.9,0,0,1012.2,9.071
06-Apr-09,0,9.4,0,5.4,0,5.6,0,2.5,1000.5,8.46
07-Apr-09,0,13.3,0,3.7,0,-1,0,2.4,987.3,8.361
08-Apr-09,0,15,0,5.4,0,3.2,0,0.8,990.2,10.02
09-Apr-09,0,13.6,0,8.4,0,6.3,0,0.3,992.1,10.5
10-Apr-09,0,12.9,0,3.1,0,4.3,0,1.1,993.7,11.493
11-Apr-09,0,14.4,0,0.3,0,-3.8,0,0,1003,10.734
12-Apr-09,0,15.4,0,2.3,0,-1,0,0,1007.2,11.378
13-Apr-09,0,10,0,6.6,0,2.7,0,2.4,1001.9,9.552
14-Apr-09,0,13.5,0,4.6,0,3,0,0.1,1002,10.63
15-Apr-09,0,10.5,0,5.6,0,0.7,0,11.2,1003.3,9.29
16-Apr-09,0,10.4,0,8.1,0,7.9,0,10,1003.8,9.448
17-Apr-09,0,10.7,0,7.7,0,7.2,0,3.3,1008.4,9.26
18-Apr-09,0,12,0,3.2,0,4.6,0,0,1014.9,10.92
19-Apr-09,0,14.7,0,1.8,0,-2,0,0,1019.5,11.078
20-Apr-09,0,16.6,0,4.2,0,0.3,0,0,1021.4,12.595
21-Apr-09,0,17.8,0,7,0,2.2,0,0.4,1020.9,13.275
22-Apr-09,0,15.5,0,6.3,0,4.2,0,0,1017.6,13.097
