Station Name: PHOENIX PARK,,,,,,,,,,
Station Height: 48 M,,,,,,,,,,
Latitude:53.364,Longitude: -6.350,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
date:  -  00 to 00 utc,,,,,,,,,,
rain:  -  Precipitation Amount (mm),,,,,,,,,,
"maxtp: -  Maximum Air Temperature (C)	  ",,,,,,,,,,
mintp: -  Minimum  Air Temperature (C),,,,,,,,,,
gmin:  -  09utc Grass Minimum Temperature (C),,,,,,,,,,
soil:  -  Mean 10cm soil temperature (C),,,,,,,,,,
cbl:   -  Mean CBL Pressure (hpa),,,,,,,,,,
ind:   -  Indicator (i),,,,,,,,,,
,,,,,,,,,,
date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,soil
04-Sep-04,0,25.1,0,15.9,0,15.3,0,0,1018.8,19.198
05-Sep-04,0,22.6,0,14.3,0,10.9,0,0,1023.1,19.395
06-Sep-04,0,19.4,0,14.9,0,14.1,0,0,1026.8,18.667
07-Sep-04,0,17.9,0,11.1,0,12.9,0,0,1029.4,18.555
08-Sep-04,0,20.7,0,9.4,0,4.1,0,0, , 
09-Sep-04,4, ,4, ,0,3,8, , , 
17-Sep-04,0,17.4,0,9.3,4, ,0,0.1,1000.6,14.042
18-Sep-04,0,16.3,0,8.8,0,8.3,0,10.2,999.6,14.708
19-Sep-04,0,15.4,0,8.3,0,4.1,0,2.4,1001.6,13.255
20-Sep-04,0,15.3,0,9.6,0,9.9,0,0.6,999.7,13.873
21-Sep-04,0,15.5,0,8.2,0,5,0,0,1010.8,12.708
22-Sep-04,0,17.5,0,11.8,0,7.1,0,1.9,1011,14.392
23-Sep-04,0,16.1,0,7,0,13,0,2.7,1012.2,15.405
24-Sep-04,0,14.1,0,5.2,0,0,0,0,1019.2,12.892
25-Sep-04,0,18.8,0,11.6,0,7.9,0,1,1017.1,14.222
26-Sep-04,0,18.8,0,12.1,0,10.9,0,0.4,1015.5,15.185
27-Sep-04,0,17.6,0,13.9,0,14.1,0,0.6,1015.2,15.71
28-Sep-04,0,16.4,0,11.9,0,12,0,0.8,1012.2,15.425
29-Sep-04,0,17.8,0,11.4,0,10.9,0,13.2,1008.3,15.15
30-Sep-04,0,16.8,0,8.8,0,12.5,0,6.5,1009.2,15.432
01-Oct-04,0,16.7,0,8.9,0,5,0,2.8,1005.5,14.113
02-Oct-04,0,16.3,0,8.5,0,4.9,0,0.2,1002.8,12.985
03-Oct-04,0,16.4,0,8.6,0,3.9,0,4.7,996.1,12.062
04-Oct-04,0,14.2,0,6.3,0,2.9,0,10.5,991.5,12.545
05-Oct-04,0,14.9,0,8,0,5.2,0,0,995,11.967
06-Oct-04,0,13,0,6,0,2.2,0,2.9,1002.9,11.51
07-Oct-04,0,15.1,0,6.6,0,2.2,0,0.1,1010.3,11.615
08-Oct-04,0,13.8,0,4,0,-0.5,0,0.4,1016.1,10.925
09-Oct-04,0,12.3,0,6.2,0,0.3,0,0,1016.2,10.225
10-Oct-04,0,13.1,0,10.2,0,8.2,0,0.2,1012.4,10.84
11-Oct-04,0,12.9,0,5.4,0,5.7,0,0,1010.8,10.56
12-Oct-04,0,13.3,0,5.4,0,1.2,0,0,1004.4,10.655
13-Oct-04,0,14.3,0,4.3,0,1.3,0,3.1,995.1,10.887
14-Oct-04,0,10.2,0,4.1,0,-1,0,3.4,991.5,9.835
15-Oct-04,0,12.8,0,4,0,1.3,0,0.2,992.7,9.512
16-Oct-04,0,12.1,0,4.3,0,-1.2,0,5.2,996.1,9.41
17-Oct-04,0,12.3,0,4.8,0,0.1,0,0.6,1001.5,9.052
18-Oct-04,0,12.9,0,3.7,0,-2.3,0,0.4,998.9,8.457
19-Oct-04,0,9.5,0,1.7,0,3.2,0,1.9,991.6,8.72
20-Oct-04,0,9.8,0,3.5,0,-2.1,0,25.1,986,8.07
21-Oct-04,0,13,0,2.6,0,-1.8,0,2.2,987,8.085
22-Oct-04,0,11.2,0,7,0,1.8,0,11.7,990.4,8.202
23-Oct-04,0,11,0,7,0,5.8,0,5.9,990.3,9.605
24-Oct-04,0,16.4,0,8,0,8.4,0,0.8,982.6,10.622
25-Oct-04,0,11.9,0,3.4,0,3.3,0,0.4,991.9,9.927
26-Oct-04,0,13.2,0,1.6,0,-2.6,0,0,999.8,7.927
27-Oct-04,0,12.4,0,9.5,0,0.9,0,26.7,983.5,9.33
28-Oct-04,0,13.7,0,8,0,8.8,0,20.6,974.7,10.202
29-Oct-04,0,12.4,0,10,0,6.6,0,14.3,985.9,10.55
30-Oct-04,0,12.4,0,6.1,0,8.1,0,0,1004.2,10.76
31-Oct-04,0,8.8,0,4.9,0,2.1,0,0,1017.2,9.747
01-Nov-04,0,10.4,0,4.4,0,1,0,0,1018.5,9.347
02-Nov-04,0,12.9,0,6.6,0,3.5,0,0,1011.2,9.807
03-Nov-04,0,13.8,0,6,0,1.9,0,1.1,1006.3,9.96
04-Nov-04,0,11.4,0,4.8,0,-0.4,0,0.1,1014.8,8.703
05-Nov-04,0,11.1,0,5.6,0,-1.1,0,0,1024.1,8.003
06-Nov-04,0,12.5,0,9.7,0,4.5,0,0.9,1024.2,9.547
07-Nov-04,0,11.9,0,8.6,0,7.4,0,0.3,1021.2,10.24
08-Nov-04,0,11.3,0,8.5,0,4.4,0,0.3,1016,10.45
09-Nov-04,0,10.4,0,6.8,0,4.7,0,0.4,1013.2,9.905
10-Nov-04,0,10.8,0,5,0,-1.5,0,0,1017.6,8.04
11-Nov-04,0,11.5,0,7.7,0,0.2,0,0.2,1019.5,8.75
12-Nov-04,0,12.1,0,3,0,6.2,0,0.3,1022.8,9.573
13-Nov-04,0,8.7,0,1.3,0,-1.4,0,0,1032.3,6.791
14-Nov-04,0,9.1,0,3.6,0,-1.9,0,0,1029.9,6.826
15-Nov-04,0,11.6,0,7.1,0,4.7,0,0,1022.9,8.092
16-Nov-04,0,12.6,0,9.9,0,5.9,0,0.1,1019.1,9.39
17-Nov-04,0,12.4,0,8,0,9.4,0,1.3,1015,10.267
18-Nov-04,0,8.1,0,1,0,5.5,0,17.3,1008.5,8.445
19-Nov-04,0,4,0,-1.2,0,-5.1,0,0,1016.6,5.475
20-Nov-04,0,7.5,0,0.5,0,-3.9,0,11.8,1016.1,5.475
21-Nov-04,0,12.6,0,7.5,0,3.5,0,1.6,1009.2,7.88
22-Nov-04,0,12.6,0,10,0,6.7,0,0.1,1012.4,8.975
23-Nov-04,0,12.2,0,6.6,0,6.7,0,0,1020.3,9.333
24-Nov-04,0,13.3,0,6.9,0,2.6,0,0.1,1019.9,8.715
25-Nov-04,0,13,0,8.8,0,2.6,0,0.2,1013.2,8.88
26-Nov-04,0,11.3,0,3.5,0,3.4,0,0.4,1014,8.877
27-Nov-04,0,10.4,0,1.8,0,-1.1,0,1,1014.3,6.997
28-Nov-04,0,7.4,0,1.5,0,-3.1,0,0.1,1014.9,5.294
29-Nov-04,0,7.2,0,1.6,0,-3,0,0,1012.5,4.479
30-Nov-04,0,10.7,0,4.8,0,-1.8,0,0.1,1003.8,5.318
01-Dec-04,0,7.3,0,2.7,0,0.2,0,0,1005.5,6.259
02-Dec-04,0,3.5,0,-0.6,0,-4.7,0,0.1,1010.8,4.552
03-Dec-04,0,10,0,3.2,0,-4.2,0,0.4,1015.8,5.218
04-Dec-04,0,10.8,0,5.3,0,-0.7,0,0.1,1020.4,6.244
05-Dec-04,0,11.6,0,6.2,0,-0.5,0,0.3,1021.8,7.104
06-Dec-04,0,11.9,0,6.1,0,2,0,0.9,1018.1,7.753
07-Dec-04,0,9.2,0,0.8,0,-3,0,0,1022.2,5.931
08-Dec-04,0,11.1,0,4.5,0,-2.7,0,0.6,1020.6,6.419
09-Dec-04,0,11.1,0,2.7,0,-2.1,0,0,1015.8,6.302
10-Dec-04,0,10.9,0,5.6,0,5.6,0,0.5,1014.3,7.528
11-Dec-04,0,12.2,0,8.5,0,1.1,0,0.1,1019,8.128
12-Dec-04,0,9.4,0,6.2,0,1.6,0,0,1020.3,7.657
13-Dec-04,0,9.6,0,6.7,0,1.4,0,0,1016.7,7.285
14-Dec-04,0,12.5,0,9.1,0,0.3,0,0.6,1008.8,7.84
15-Dec-04,0,12.5,0,1.8,0,-0.9,0,4.7,1007.1,7.361
16-Dec-04,0,8.8,0,5.7,0,-2.7,0,2.4,996.5,5.952
17-Dec-04,0,6.7,0,2.2,0,1.7,0,4.4,995.5,5.498
18-Dec-04,0,6.3,0,4.1,0,-2.4,0,11.6,1000.2,4.539
19-Dec-04,0,6.7,0,-2.4,0,0.2,0,0.5,1006.4,4.449
20-Dec-04,0,7.4,0,-0.9,0,-6.4,0,0.5,1010.9,3.022
21-Dec-04,0,7.1,0,0.8,0,-4.9,0,3.6,1016.2,2.732
22-Dec-04,0,11.6,0,7.1,0,-3.4,0,5.9,1006.9,5.995
23-Dec-04,0,11.1,0,6.8,0,8.1,0,1.4,1002.2,7.625
24-Dec-04,0,7.2,0,1,0,2,0,2.5,992.7,6.02
25-Dec-04,0,1.9,0,0.1,0,-4,0,2.7,994.2,3.687
26-Dec-04,0,4.9,0,0.5,0,-3.8,0,0.1,1009.2,2.804
27-Dec-04,0,9.8,0,1.5,0,-4.3,0,4.3,1003.8,3.533
28-Dec-04,0,6.1,0,0.4,0,-4.1,0,0,1006.5,3.227
29-Dec-04,0,12.3,0,2.7,0,-2.5,0,0.1,1016.1,3.938
30-Dec-04,0,12.7,0,10,0,4.4,0,1.5,1014.5,6.915
31-Dec-04,0,10.8,0,5.7,0,3.3,0,0.9,1014.7,7.225
01-Jan-05,0,12,0,1.8,0,0.6,0,2.7,1005.4,6.2
02-Jan-05,0,7.6,0,1.6,0,-2.8,0,0,1016.8,3.743
03-Jan-05,0,10.6,0,6.5,0,-2.3,0,0,1016.8,4.991
04-Jan-05,0,10.8,0,3.9,0,2.1,0,2.8,1009.2,5.976
05-Jan-05,0,9.4,0,3.9,0,-1.2,0,1.2,1009.1,4.791
06-Jan-05,0,12.7,0,4.1,0,-1.9,0,0,1009.8,5.144
07-Jan-05,0,13.2,0,10.5,0,5.6,0,25.5,992,7.845
08-Jan-05,0,12.4,0,2.2,0,0.2,0,3,992.7,6.663
09-Jan-05,0,13.6,0,6.8,0,-0.4,0,0.6,997.5,6.14
10-Jan-05,0,12.9,0,6.9,0,4.4,0,1,997.5,7.334
11-Jan-05,0,13.3,0,3.1,0,0.7,0,2.1,996.1,6.682
12-Jan-05,0,6.6,0,2.8,0,-0.6,0,0.4,1009.4,4.478
13-Jan-05,0,7.8,0,1.1,0,-5.3,0,0.1,1018.9,2.991
14-Jan-05,0,11.7,0,7.3,0,-4.6,0,0,1011.6,5.056
15-Jan-05,0,14,0,7.8,0,7.9,0,0.6,1007.3,7.583
16-Jan-05,0,10,0,6.8,0,0.1,0,0.5,1005.8,6.395
17-Jan-05,0,10.2,0,0.3,0,3,0,3.4,996.1,6.555
18-Jan-05,0,6.8,0,-0.5,0,-2.7,0,2.6,995.9,4.345
19-Jan-05,0,11.4,0,3.8,0,-0.3,0,4,1004.8,5.253
20-Jan-05,0,11.6,0,5.8,0,5.6,0,1.9,1005.4,7.338
21-Jan-05,0,6.4,0,2.7,0,-0.3,0,3.1,1011.3,6.029
22-Jan-05,0,5.3,0,2.6,0,0.8,0,10.4,1015.3,5.443
23-Jan-05,0,5,0,-0.7,0,-4.5,0,0,1026.8,3.865
24-Jan-05,0,6,0,0.6,0,-5.5,0,0,1032.4,2.984
25-Jan-05,0,7.5,0,0.9,0,-5,0,1.9,1030.8,3.466
26-Jan-05,0,8.9,0,4.9,0,-1.8,0,0.8,1031.4,5.369
27-Jan-05,0,7.3,0,4,0,-1.4,0,0,1027.8,5.248
28-Jan-05,0,8.6,0,4.3,0,-1.8,0,0.1,1023.8,5.425
29-Jan-05,0,8.6,0,5.9,0,2.4,0,0.2,1026.7,6.121
30-Jan-05,0,8.1,0,6.2,0,3.3,0,0.2,1031.2,6.774
31-Jan-05,0,10.2,0,6.6,0,5.4,0,0.2,1032.4,7.105
01-Feb-05,0,9,0,5.4,0,6.2,0,0,1033.9,7.48
02-Feb-05,0,10.2,0,3.6,0,-0.7,0,0.3,1034.1,6.874
03-Feb-05,0,8.3,0,5.6,0,0.9,0,0,1029.9,7.082
04-Feb-05,0,11.1,0,5,0,0.4,0,1.8,1017.2,6.983
05-Feb-05,0,6.6,0,0.6,0,-3.1,0,0.1,1010.6,5.701
06-Feb-05,0,5.4,0,0.6,0,-4.4,0,6.7,1015,4.175
07-Feb-05,0,8.5,0,-1.3,0,-4.8,0,0,1013.7,4.189
08-Feb-05,0,9.1,0,5.8,0,-1.6,0,1.2,1012.8,5.355
09-Feb-05,0,10.2,0,6.8,0,0.9,0,1.8,1011.2,6.236
10-Feb-05,0,9.5,0,4,0,-0.5,0,1.1,1011.5,6.746
11-Feb-05,0,12,0,2.2,0,-1.1,0,2.7,1006.5,6.469
12-Feb-05,0,11.6,0,5.3,0,3.7,0,6.3,1003.3,7.918
13-Feb-05,0,6.5,0,1.8,0,-0.3,0,1,1015.2,5.933
14-Feb-05,0,8.9,0,1.1,0,-3.2,0,0,1021.2,5.029
15-Feb-05,0,7.1,0,-2,0,-6,0,0,1022.9,4.579
16-Feb-05,0,7.7,0,-2.3,0,-5.5,0,0.1,1023.5,4.264
17-Feb-05,0,9.4,0,4.8,0,0.7,0,0.7,1023,6.235
18-Feb-05,0,10.7,0,4.4,0,2.6,0,0.7,1019.5,6.593
19-Feb-05,0,6.8,0,2,0,-1.4,0,0.3,1019.7,5.819
20-Feb-05,0,5.8,0,0.6,0,-2.6,0,0,1018,4.806
21-Feb-05,0,4,0,0.3,0,-3.3,0,4.4,1012.4,3.833
22-Feb-05,0,5.5,0,-0.2,0,-1.9,0,3.8,1015,3.44
23-Feb-05,0,3.9,0,-1.5,0,-6.2,0,4.5,1015.7,2.736
24-Feb-05,0,4.2,0,0.5,0,-2.2,0,2.6,1016.3,2.737
25-Feb-05,0,6.7,0,2.2,0,0,0,1.6,1017.7,3.772
26-Feb-05,0,7.2,0,-0.6,0,-3.9,0,0.1,1020.2,4.458
27-Feb-05,0,6,0,2.4,0,-0.2,0,2.1,1024.7,4.666
28-Feb-05,0,7,0,0.5,0,-1.9,0,0,1015.5,4.694
01-Mar-05,0,6.8,0,0.5,0,-2.2,0,1.1,1001.4,4.814
02-Mar-05,0,6.7,0,-0.3,0,-4.3,0,0.4,1005.5,4.076
03-Mar-05,0,6.8,0,-3,0,-7.3,0,0.1,1014.9,3.761
04-Mar-05,0,9.9,0,3.3,0,-2.3,0,0.8,1012.1,4.872
05-Mar-05,0,8.9,0,0.7,0,-4.6,0,0,1016.3,4.557
06-Mar-05,0,8.4,0,-3,0,-7.2,0,0,1024.2,4.097
07-Mar-05,0,8.8,0,-0.6,0,-5.3,0,0.1,1027.1,4.286
08-Mar-05,0,8.2,0,3.4,0,2.7,0,0,1028.9,5.526
09-Mar-05,0,7.9,0,4.6,0,-1.6,0,0,1029.9,5.698
10-Mar-05,0,11.5,0,2.8,0,-2.3,0,0,1024.3,6.294
11-Mar-05,0,9.8,0,4.5,0,4.7,0,0.6,1013.8,7.08
12-Mar-05,0,7.9,0,0.2,0,-3.3,0,0,1008.9,6.279
13-Mar-05,0,6.8,0,-0.8,0,-4.4,0,0.1,1006.6,5.502
14-Mar-05,0,10.4,0,0.7,0,-2.5,0,2.6,1000,6.022
15-Mar-05,0,13.6,0,9.7,0,6.3,0,0,999.9,7.697
16-Mar-05,0,17.3,0,11.6,0,8.9,0,0,1001.2,9.698
17-Mar-05,0,16.8,0,11.8,0,8.4,0,0,1010.4,10.628
18-Mar-05,0,16.4,0,6.3,0,8.5,0,0,1018.6,10.967
19-Mar-05,0,12.4,0,5.1,0,1.7,0,0.1,1017.5,10.15
20-Mar-05,0,15.2,0,5.8,0,1.5,0,0,1008.3,10.1
21-Mar-05,0,12.8,0,10,0,8.8,0,2.7,995.1,10.257
22-Mar-05,0,14.8,0,9.5,0,8.9,0,0,991.9,10.727
23-Mar-05,0,14.9,0,8.5,0,2.5,0,2.2,1000.2,9.812
24-Mar-05,0,14.6,0,9.4,0,6.9,0,0.2,1001.4,10.278
25-Mar-05,0,15,0,6,0,1.4,0,0,1007,10.19
26-Mar-05,0,11.4,0,7.1,0,2.1,0,0,1005.4,10.113
27-Mar-05,0,9.1,0,7.3,0,7.6,0,0,1004.2,9.69
28-Mar-05,0,12.6,0,6.7,0,6.6,0,0.3,1005.3,9.703
29-Mar-05,0,11.6,0,7.1,0,7,0,1.8,1007,9.823
30-Mar-05,0,10.2,0,6,0,5.2,0,0,1013,9.523
31-Mar-05,0,11.3,0,7.3,0,7,0,1.8,1015.2,9.702
01-Apr-05,0,14.6,0,8.3,0,8,0,5.2,1013.2,10.4
02-Apr-05,0,15.5,0,6.1,0,4,0,0.2,1011.5,11.06
03-Apr-05,0,15.4,0,4.3,0,2,0,0,1008.8,10.448
04-Apr-05,0,11.2,0,4,0,1.8,0,0.9,1012.9,9.667
05-Apr-05,0,12.4,0,4.7,0,2.2,0,1.1,1007.2,9.378
06-Apr-05,0,10.7,0,2.6,0,3.8,0,10.4,993.6,9.913
07-Apr-05,0,9.8,0,1.7,0,0.1,0,2,997.1,8.63
08-Apr-05,0,7.8,0,-0.1,0,-2.3,0,0,1014.6,7.682
09-Apr-05,0,10.9,0,0,0,-3.2,0,0.6,1020.2,7.984
10-Apr-05,0,14.8,0,6.9,0,3.3,0,0,1021.5,10.182
11-Apr-05,0,14.4,0,6.3,0,0.7,0,0.2,1020.2,11.145
12-Apr-05,0,13.4,0,3.5,0,0.3,0,1.2,1013.3,11.58
13-Apr-05,0,13.2,0,0.7,0,-2.9,0,1,1001.2,10.665
14-Apr-05,0,8.1,0,2.4,0,-1.2,0,3.3,997.4,9.542
15-Apr-05,0,10.9,0,3.4,0,0.9,0,0.5,1005.2,9.425
16-Apr-05,0,8.8,0,1,0,-4,0,0,1004.2,8.473
17-Apr-05,0,11.6,0,4.3,0,0,0,5.9,990.5,8.587
18-Apr-05,0,11.3,0,0.9,0,5,0,5.8,989.7,9.352
19-Apr-05,0,11.7,0,-0.3,0,-3.2,0,1.4,1001.2,8.658
20-Apr-05,0,8.2,0,2.4,0,-1,0,0.3,1010.2,8.31
21-Apr-05,0,13.9,0,3.5,0,2.3,0,0,1011.6,9.98
22-Apr-05,0,14.6,0,3.6,0,-1.3,0,1.1,1005.5,10.7
23-Apr-05,0,10.7,0,8.1,0,7.7,0,1.6,1003,10.855
24-Apr-05,0,12.1,0,3.9,0,7.1,0,0,1005,11.753
25-Apr-05,0,13.7,0,1.8,0,-1.3,0,2,1002.8,11.102
26-Apr-05,0,15.2,0,6.7,0,7.4,0,0.7,999,12.405
27-Apr-05,0,14.9,0,3.7,0,-1.2,0,2.4,1002,12.025
28-Apr-05,0,17.2,0,7.9,0,8.7,0,0.2,998.3,13.443
29-Apr-05,0,17.5,0,7.2,0,1.6,0,0,1008.2,13.175
30-Apr-05,0,12.6,0,8.8,0,8.7,0,2.5,1005,13.052
01-May-05,0,17,0,8.8,0,8.3,0,0.2,998.2,13.205
02-May-05,0,16.5,0,10.8,0,7.3,0,2.7,998.1,13.255
03-May-05,0,17,0,5.4,0,10.6,0,29.4,1006.3,13.983
04-May-05,0,14.8,0,5.2,0,1.8,0,0,1017.7,13.017
05-May-05,0,16.2,0,7.9,0,6.8,0,0.5,1017.8,13.955
06-May-05,0,14.5,0,6.6,0,4.7,0,1.9,1011.7,13.432
07-May-05,0,14.2,0,4.8,0,3.1,0,0.4,1010.8,13.503
08-May-05,0,13.2,0,3.2,0,-0.9,0,0,1012.2,12.36
09-May-05,0,12,0,1.5,0,-2.7,0,0,1015.3,11.27
10-May-05,0,12.8,0,-0.3,0,-4.5,0,0,1019.2,11.038
11-May-05,0,12.6,0,1,0,-3.3,0,0,1019.9,11.017
12-May-05,0,13.6,0,2.3,0,-1.3,0,0,1017,12.205
13-May-05,0,12.7,0,8.2,0,6.2,0,0,1017.3,12.807
14-May-05,4, ,4, ,0,6.3,8, , ,11.13
19-May-05,0,17.7,0,11.7,0,8.9,0,0.2,998.6,14.927
20-May-05,0,16.6,0,8.3,0,9.4,0,2,996.3,15.688
21-May-05,0,15.6,0,4.8,0,-0.1,0,0.2,997,14.953
22-May-05,0,13.5,0,5.2,0,0.9,0,0.7,996.7,14.135
23-May-05,0,13.9,0,4.9,0,-0.3,0,9.3,1001.2,13.637
24-May-05,0,17.3,0,8.4,0,8.2,0,11.1,1002.2,15.212
25-May-05,0,17.8,0,10.3,0,10.7,0,3.7,1005.5,15.312
26-May-05,0,19.2,0,8.9,0,5,0,0.3,1006.8,16.677
27-May-05,0,14.2,0,10.5,0,10.5,0,1.4,1002.6,15.88
28-May-05,0,16,0,7.1,0,10.3,0,0,1001.9,15.7
29-May-05,0,15.8,0,5.8,0,0.8,0,0,1013.1,15.307
30-May-05,0,14.1,0,6.7,0,3.2,0,2.5,1017,15.028
31-May-05,0,14.8,0,6.9,0,3.9,0,2.4,1017.2,14.465
01-Jun-05,0,20.1,0,11.2,0,10.7,0,3.4,1010.2,16.215
02-Jun-05,0,17.8,0,12.3,0,13.7,0,1.4,1002.3,16.53
03-Jun-05,0,18.5,0,10.2,0,6.6,0,2.6,998.2,16.415
04-Jun-05,0,17.5,0,9.7,0,7.2,0,0.4,1004.7,16.215
05-Jun-05,0,16.6,0,9.2,0,6.7,0,0.1,1010.8,16.493
06-Jun-05,0,16,0,7.1,0,3,0,0,1019.5,16.975
07-Jun-05,0,18.5,0,7,0,2.5,0,0,1027.9,16.9
08-Jun-05,0,20.6,0,7.9,0,3.1,0,0,1029.7,17.657
09-Jun-05,0,20.8,0,12.6,0,12.6,0,0,1027.2,18.395
10-Jun-05,0,17.5,0,9.4,0,12.1,0,0,1021.5,19.49
11-Jun-05,0,17.7,0,5.7,0,1.1,0,0,1014.1,19.538
12-Jun-05,0,15.2,0,5.9,0,4.4,0,0,1008,18.115
13-Jun-05,0,16.9,0,4.1,0,-0.9,0,0,1003.7,16.84
14-Jun-05,0,16.1,0,9.6,0,9.4,0,0.4,1000.3,17.03
15-Jun-05,0,21.1,0,11.3,0,11.4,0,0.9,1001,18.718
16-Jun-05,0,24,0,11.5,0,7.1,0,2.8,1007.3,18.95
17-Jun-05,0,23.4,0,16.6,0,16.4,0,0,1016.2,20.173
18-Jun-05,0,21.5,0,16.4,0,11.8,0,0,1015,20.015
19-Jun-05,0,22.5,0,14.3,0,15.9,0,0,1010.4,21.622
20-Jun-05,0,20.9,0,8.9,0,4.5,0,0,1010.7,21.467
21-Jun-05,0,20.9,0,13.7,0,12.6,0,0.1,1011.9,20.897
22-Jun-05,0,24.2,0,13.3,0,10.9,0,0,1012.7,22.908
23-Jun-05,0,20.7,0,12.1,0,5.8,0,0,1011.4,20.805
24-Jun-05,0,15.9,0,11.9,0,12.6,0,6,1012.7,18.88
25-Jun-05,0,16,0,11.6,0,11.8,0,0,1018.2,17.205
26-Jun-05,0,17.9,0,9,0,11,0,0,1022.4,18.665
27-Jun-05,0,20.9,0,7.1,0,2.8,0,0,1018.7,20.327
28-Jun-05,0,19.5,0,10.9,0,6.5,0,2.1,1010,20.247
29-Jun-05,0,22.6,0,13.3,0,12.4,0,54.8,1000.4,19.087
30-Jun-05,0,19.8,0,11.6,0,8.5,0,1.8,998.9,18.587
01-Jul-05,0,18.3,0,9.2,0,5.1,0,1.6,1004.2,17.548
02-Jul-05,0,21.9,0,12,0,14.1,0,0.4,1004.5,19.4
03-Jul-05,0,17.7,0,8.8,0,7.7,0,4.1,1006,17.705
04-Jul-05,0,18.6,0,8.8,0,7.6,0,1.8,1004.8,18.205
05-Jul-05,0,18.8,0,9.1,0,5.9,0,8.2,999.6,17.483
06-Jul-05,0,16,0,9.5,0,6.4,0,0.1,1007.6,17.263
07-Jul-05,0,18.2,0,11.4,0,7.8,0,0.2,1013.8,16.933
08-Jul-05,0,20.4,0,14.7,0,14.7,0,0.3,1017,18.435
09-Jul-05,0,21.5,0,15.1,0,13.3,0,1,1021.2,19.212
10-Jul-05,0,24.5,0,14.4,0,11.5,0,0,1025.6,21.305
11-Jul-05,0,25.8,0,13.4,0,10.1,0,0,1027.8,22.805
12-Jul-05,0,25.6,0,13.1,0,10.7,0,0,1025.7,23.608
13-Jul-05,0,21.3,0,14.5,0,11.7,0,0,1020.5,23.472
14-Jul-05,0,22.5,0,15.3,0,13.9,0,0.4,1012.9,22.827
15-Jul-05,0,19.5,0,14,0,12,0,0,1010.7,22.057
16-Jul-05,0,22.3,0,12.2,0,11.1,0,0,1013.8,23.085
17-Jul-05,0,23.7,0,13.4,0,9.9,0,0,1007.4,22.463
18-Jul-05,0,19.5,0,10.9,0,12.1,0,0.6,1001.9,21.65
19-Jul-05,0,18.5,0,10.4,0,6.3,0,0,1008.8,20.217
20-Jul-05,0,21.4,0,11.7,0,8.8,0,0,1016.2,21.365
21-Jul-05,0,22.9,0,11.8,0,14.6,0,0.2,1018,22.228
22-Jul-05,0,18.4,0,11.7,0,8,0,0,1011.9,20.072
23-Jul-05,0,17.3,0,13.2,0,12.2,0,2.2,1003,18.895
24-Jul-05,0,16.3,0,12.2,0,14.5,0,0,997.9,17.45
25-Jul-05,0,17.5,0,11.9,0,7.8,0,0,1002.7,17.97
26-Jul-05,0,18.4,0,9.8,0,5.8,0,0,1006.2,18.983
27-Jul-05,0,18.5,0,8.6,0,3.6,0,0,1004.8,19.265
28-Jul-05,0,14.5,0,11.5,0,9.3,0,27.6,1002.9,16.72
29-Jul-05,0,13.4,0,11.5,0,11.4,0,16.1,1005.1,15.082
30-Jul-05,0,15.5,0,11.8,0,11.8,0,4.2,1008.3,15.35
31-Jul-05,0,17.7,0,12.1,0,12,0,3.4,1010.8,16.382
01-Aug-05,0,18.4,0,9.7,0,11.2,0,0.9,1013.8,17.302
02-Aug-05,0,20.7,0,9,0,5.5,0,0.9,1013,17.145
03-Aug-05,0,20.7,0,11.1,0,6,0,0,1017.2,17.593
04-Aug-05,0,17.9,0,12.1,0,10.2,0,3,1015.3,17.092
05-Aug-05,0,20.1,0,12.1,0,11.5,0,0,1014.5,17.837
06-Aug-05,0,17.8,0,11.1,0,9.3,0,0.3,1016.8,17.362
07-Aug-05,0,19.9,0,9.3,0,6.7,0,0,1016.6,18.04
08-Aug-05,0,23.3,0,7.4,0,3.8,0,0,1016,18.483
09-Aug-05,0,22.1,0,15.8,0,12.4,0,0.1,1013.3,19.868
10-Aug-05,0,23,0,13.6,0,15.6,0,0.2,1012.5,20.605
11-Aug-05,0,20.3,0,12,0,7.5,0,0.9,1011.1,18.897
12-Aug-05,0,18.5,0,9.5,0,5.5,0,0,1011.5,17.693
13-Aug-05,0,20.7,0,11.6,0,9.8,0,3.6,1008.3,18.318
14-Aug-05,0,18.6,0,10.7,0,6.2,0,0,1016.1,17.205
15-Aug-05,0,19.4,0,10.4,0,5.4,0,0,1020.2,17.448
16-Aug-05,0,22.9,0,12.9,0,12.9,0,0,1016.2,18.573
17-Aug-05,0,20,0,11.7,0,6.7,0,0,1010.8,17.708
18-Aug-05,0,19,0,10.6,0,13.3,0,7.7,1010.2,17.753
19-Aug-05,0,19.4,0,8.5,0,4.4,0,1.1,1015,16.807
20-Aug-05,0,20.8,0,10.7,0,7.6,0,0,1019.5,17.673
21-Aug-05,0,22.2,0,10.2,0,6.7,0,1.7,1015.3,17.87
22-Aug-05,0,20.5,0,9.4,0,6.9,0,0.9,1013.8,18.353
23-Aug-05,0,18.6,0,9.3,0,4.7,0,1,1006.5,16.858
24-Aug-05,0,17.9,0,8.7,0,10.2,0,3.9,995.5,17.495
25-Aug-05,0,16.6,0,7.8,0,3.2,0,5.1,999.7,15.45
